player_id,team,position,season
8477335,SJS,D,20232024
8477346,CGY,D,20232024
8477353,TBL,C,20232024
8477365,BUF,D,20232024
8477369,VAN,D,20232024
8477380,NYR,C,20232024
8477384,ARI,D,20232024
8477392,NYI,R,20232024
8477401,SEA,C,20232024
8477402,STL,L,20232024
8477404,CAR,C,20232024
8477406,EDM,C,20232024
8477407,TBL,L,20232024
8477409,FLA,C,20232024
8477416,SEA,R,20232024
8477425,COL,L,20232024
8477426,TBL,L,20232024
8477429,DET,C,20232024
8477435,PIT,D,20232024
8477444,SEA,L,20232024
8477446,NSH,C,20232024
8477447,VGK,D,20232024
8477450,CHI,C,20232024
8477451,MIN,R,20232024
8477454,EDM,L,20232024
8477456,DET,L,20232024
8477462,ANA,D,20232024
8477464,MIN,C,20232024
8477467,SEA,D,20232024
8477473,SJS,R,20232024
8477476,COL,L,20232024
8477478,VGK,L,20232024
8477479,TOR,L,20232024
8477482,CHI,L,20232024
8477488,CAR,D,20232024
8477492,COL,C,20232024
8477493,FLA,C,20232024
8477494,COL,L,20232024
8477495,CHI,D,20232024
8477496,VAN,C,20232024
8477497,WPG,C,20232024
8477498,EDM,D,20232024
8477499,PHI,D,20232024
8477500,NYI,C,20232024
8477501,COL,R,20232024
8477503,TOR,C,20232024
8477504,WPG,D,20232024
8477505,NYR,C,20232024
8477506,NYI,D,20232024
8477507,VAN,D,20232024
8477508,NJD,C,20232024
8477511,VGK,R,20232024
8477527,ANA,L,20232024
8477541,MIN,D,20232024
8477573,STL,L,20232024
8477810,CGY,D,20232024
8477839,TBL,L,20232024
8477845,WSH,D,20232024
8477846,SJS,C,20232024
8477851,CGY,D,20232024
8477887,BOS,C,20232024
8477903,PHI,R,20232024
8477919,MIN,C,20232024
8477930,SEA,L,20232024
8477931,NJD,L,20232024
8477932,FLA,D,20232024
8477933,FLA,C,20232024
8477934,EDM,C,20232024
8477935,FLA,C,20232024
8477938,TBL,D,20232024
8477939,TOR,R,20232024
8477940,WPG,L,20232024
8477942,LAK,L,20232024
8477944,STL,L,20232024
8477946,DET,C,20232024
8477947,WSH,L,20232024
8477948,PHI,D,20232024
8477949,BUF,R,20232024
8477950,CAR,D,20232024
8477951,ARI,C,20232024
8477952,DET,C,20232024
8477953,STL,R,20232024
8477955,SEA,L,20232024
8477956,BOS,R,20232024
8477960,LAK,R,20232024
8477962,CAR,L,20232024
8477964,VGK,C,20232024
8477969,PIT,D,20232024
8477971,LAK,D,20232024
8477979,WSH,R,20232024
8477986,FLA,D,20232024
8477987,CHI,C,20232024
8477989,MTL,C,20232024
8477993,ARI,C,20232024
8477998,EDM,L,20232024
8478010,TBL,C,20232024
8478011,PHI,D,20232024
8478013,DET,D,20232024
8478017,VAN,D,20232024
8478020,VGK,R,20232024
8478021,ANA,D,20232024
8478028,COL,L,20232024
8478038,COL,D,20232024
8478042,LAK,L,20232024
8478043,VAN,C,20232024
8478046,BOS,L,20232024
8478047,PIT,L,20232024
8478051,NJD,C,20232024
8478055,FLA,D,20232024
8478057,VAN,C,20232024
8478067,SJS,L,20232024
8478078,OTT,C,20232024
8478099,SJS,R,20232024
8478104,STL,L,20232024
8478109,BUF,L,20232024
8478115,NYI,L,20232024
8478133,MTL,C,20232024
8478136,MIN,D,20232024
8478146,OTT,C,20232024
8478147,OTT,L,20232024
8478178,TBL,D,20232024
8478211,CGY,L,20232024
8478233,CGY,L,20232024
8478366,ANA,R,20232024
8478396,VGK,D,20232024
8478397,CGY,D,20232024
8478398,WPG,L,20232024
8478399,NJD,D,20232024
8478400,MTL,C,20232024
8478401,BOS,C,20232024
8478402,EDM,C,20232024
8478403,VGK,C,20232024
8478407,SEA,D,20232024
8478408,ARI,D,20232024
8478409,BOS,C,20232024
8478413,BUF,L,20232024
8478414,NJD,R,20232024
8478416,TBL,D,20232024
8478420,COL,R,20232024
8478421,CGY,L,20232024
8478424,PIT,C,20232024
8478427,CAR,C,20232024
8478430,CGY,D,20232024
8478432,DET,R,20232024
8478434,VGK,R,20232024
8478438,NSH,C,20232024
8478439,PHI,R,20232024
8478440,WSH,C,20232024
8478443,BOS,D,20232024
8478444,VAN,R,20232024
8478445,NYI,C,20232024
8478446,ANA,C,20232024
8478449,DAL,C,20232024
8478450,BOS,D,20232024
8478451,WSH,D,20232024
8478452,COL,D,20232024
8478454,VAN,D,20232024
8478458,NYR,C,20232024
8478460,CBJ,D,20232024
8478462,VGK,C,20232024
8478463,NSH,L,20232024
8478466,DET,R,20232024
8478468,NSH,D,20232024
8478469,OTT,D,20232024
8478472,OTT,R,20232024
8478474,ARI,L,20232024
8478477,MTL,C,20232024
8478483,TOR,R,20232024
8478493,MIN,C,20232024
8478495,PHI,R,20232024
8478498,BOS,L,20232024
8478500,CBJ,D,20232024
8478502,CGY,D,20232024
8478507,NJD,D,20232024
8478508,COL,C,20232024
8478512,DET,C,20232024
8478519,TBL,C,20232024
8478542,FLA,C,20232024
8478550,NYR,L,20232024
8478569,PIT,C,20232024
8478585,EDM,C,20232024
8478831,FLA,C,20232024
8478840,SEA,D,20232024
8478851,NSH,D,20232024
8478854,PIT,D,20232024
8478856,VAN,R,20232024
8478859,FLA,D,20232024
8478864,MIN,L,20232024
8478873,ANA,R,20232024
8478874,STL,R,20232024
8478881,CHI,L,20232024
8478882,LAK,D,20232024
8478891,WPG,C,20232024
8478904,FLA,C,20232024
8478911,LAK,D,20232024
8478956,NJD,L,20232024
8478970,CAR,D,20232024
8478975,DAL,L,20232024
8479026,TBL,D,20232024
8479066,FLA,L,20232024
8479249,SEA,C,20232024
8479291,CGY,C,20232024
8479293,SEA,L,20232024
8479314,FLA,L,20232024
8479315,CHI,R,20232024
8479316,SJS,C,20232024
8479318,TOR,C,20232024
8479320,TOR,D,20232024
8479321,WSH,D,20232024
8479323,NYR,D,20232024
8479324,NYR,D,20232024
8479325,BOS,D,20232024
8479328,NYI,R,20232024
8479330,MTL,C,20232024
8479336,LAK,R,20232024
8479337,DET,R,20232024
8479339,CBJ,L,20232024
8479343,ARI,R,20232024
8479344,PIT,R,20232024
8479345,OTT,D,20232024
8479346,CGY,C,20232024
8479348,BUF,D,20232024
8479351,DAL,C,20232024
8479353,VGK,C,20232024
8479359,WSH,L,20232024
8479362,COL,L,20232024
8479365,BOS,C,20232024
8479367,FLA,R,20232024
8479368,ANA,L,20232024
8479369,BOS,D,20232024
8479370,BUF,C,20232024
8479371,NSH,D,20232024
8479372,FLA,D,20232024
8479376,PHI,D,20232024
8479378,WPG,D,20232024
8479379,SJS,R,20232024
8479383,OTT,L,20232024
8479385,STL,C,20232024
8479390,CHI,R,20232024
8479393,TOR,L,20232024
8479398,COL,D,20232024
8479400,LAK,L,20232024
8479402,CBJ,D,20232024
8479407,NJD,L,20232024
8479410,TBL,D,20232024
8479414,NJD,R,20232024
8479415,NJD,C,20232024
8479419,BUF,L,20232024
8479420,BUF,C,20232024
8479421,LAK,D,20232024
8479423,CBJ,L,20232024
8479425,VAN,D,20232024
8479439,SJS,D,20232024
8479442,EDM,D,20232024
8479458,CHI,D,20232024
8479514,CHI,C,20232024
8479520,COL,R,20232024
8479522,WSH,D,20232024
8479525,COL,C,20232024
8479533,PIT,L,20232024
8479536,WPG,L,20232024
8479542,TBL,L,20232024
8479543,MTL,L,20232024
8479546,BOS,C,20232024
8479547,WSH,R,20232024
8479576,EDM,D,20232024
8479587,PHI,C,20232024
8479591,TBL,C,20232024
8479619,ARI,L,20232024
8479638,BOS,R,20232024
8479639,CAR,D,20232024
8479661,TBL,L,20232024
8479671,CBJ,R,20232024
8479675,LAK,L,20232024
8479718,TBL,C,20232024
8479772,OTT,R,20232024
8479941,CBJ,R,20232024
8479944,DET,C,20232024
8479968,MIN,C,20232024
8479972,MIN,C,20232024
8479976,ARI,D,20232024
8479977,SEA,R,20232024
8479980,VGK,D,20232024
8479981,FLA,L,20232024
8479982,TOR,D,20232024
8479983,SJS,D,20232024
8479984,NJD,D,20232024
8479985,SEA,D,20232024
8479986,SEA,R,20232024
8479987,BOS,C,20232024
8479991,NYR,C,20232024
8479992,DET,C,20232024
8479994,NSH,C,20232024
8479996,NSH,C,20232024
8479998,LAK,D,20232024
8479999,COL,C,20232024
8480001,ANA,D,20232024
8480002,NJD,C,20232024
8480003,BOS,C,20232024
8480007,VGK,R,20232024
8480008,ARI,C,20232024
8480009,SEA,R,20232024
8480011,SJS,C,20232024
8480012,VAN,C,20232024
8480014,WPG,C,20232024
8480015,PHI,R,20232024
8480018,MTL,C,20232024
8480021,SJS,C,20232024
8480023,STL,C,20232024
8480025,CHI,R,20232024
8480027,DAL,L,20232024
8480028,PHI,C,20232024
8480031,CAR,L,20232024
8480032,NJD,C,20232024
8480035,BUF,D,20232024
8480036,DAL,D,20232024
8480039,CAR,C,20232024
8480043,TOR,D,20232024
8480049,WPG,D,20232024
8480058,PIT,D,20232024
8480064,OTT,C,20232024
8480068,PHI,C,20232024
8480069,COL,D,20232024
8480070,BOS,D,20232024
8480073,OTT,D,20232024
8480074,CBJ,C,20232024
8480075,ARI,D,20232024
8480078,NYR,C,20232024
8480084,NJD,D,20232024
8480113,WPG,L,20232024
8480144,TOR,C,20232024
8480145,WPG,D,20232024
8480157,STL,D,20232024
8480172,SJS,D,20232024
8480184,ANA,D,20232024
8480185,FLA,C,20232024
8480188,SJS,L,20232024
8480192,MTL,D,20232024
8480196,BUF,D,20232024
8480205,PIT,C,20232024
8480208,OTT,R,20232024
8480216,SJS,C,20232024
8480220,PHI,L,20232024
8480222,NYI,D,20232024
8480226,SEA,R,20232024
8480245,PHI,R,20232024
8480246,TBL,D,20232024
8480252,CHI,C,20232024
8480267,MIN,C,20232024
8480274,EDM,D,20232024
8480281,STL,R,20232024
8480289,WPG,C,20232024
8480292,CBJ,R,20232024
8480306,NYI,D,20232024
8480336,COL,D,20232024
8480355,OTT,C,20232024
8480434,ARI,D,20232024
8480441,CBJ,R,20232024
8480448,OTT,C,20232024
8480459,VAN,C,20232024
8480468,EDM,L,20232024
8480727,VGK,D,20232024
8480748,NSH,L,20232024
8480762,BUF,L,20232024
8480776,VGK,R,20232024
8480789,NYI,R,20232024
8480796,WSH,D,20232024
8480797,PHI,L,20232024
8480798,CHI,C,20232024
8480800,VAN,D,20232024
8480801,OTT,L,20232024
8480802,EDM,C,20232024
8480803,EDM,D,20232024
8480806,ANA,C,20232024
8480807,BUF,D,20232024
8480813,DET,C,20232024
8480817,NYR,D,20232024
8480821,SJS,R,20232024
8480823,WSH,D,20232024
8480829,CAR,C,20232024
8480830,CAR,R,20232024
8480834,SJS,D,20232024
8480835,CAR,C,20232024
8480836,PIT,C,20232024
8480839,BUF,D,20232024
8480844,VGK,L,20232024
8480845,WPG,C,20232024
8480848,DAL,C,20232024
8480849,ARI,C,20232024
8480851,LAK,C,20232024
8480853,NSH,C,20232024
8480855,ARI,C,20232024
8480860,NJD,D,20232024
8480865,NYI,D,20232024
8480870,ANA,C,20232024
8480871,CBJ,D,20232024
8480873,WSH,D,20232024
8480874,PHI,D,20232024
8480878,DAL,D,20232024
8480879,OTT,D,20232024
8480880,BOS,C,20232024
8480884,SJS,D,20232024
8480887,MTL,D,20232024
8480890,ARI,C,20232024
8480891,ARI,D,20232024
8480893,CBJ,R,20232024
8480950,TOR,D,20232024
8480980,TOR,C,20232024
8480990,MIN,D,20232024
8480995,TOR,R,20232024
8481006,STL,D,20232024
8481013,DET,R,20232024
8481014,NYI,D,20232024
8481016,NYI,C,20232024
8481019,WPG,C,20232024
8481024,VAN,C,20232024
8481028,CGY,C,20232024
8481030,PIT,D,20232024
8481032,VGK,C,20232024
8481043,TBL,L,20232024
8481056,NSH,D,20232024
8481058,MTL,R,20232024
8481059,STL,D,20232024
8481065,OTT,L,20232024
8481068,CGY,C,20232024
8481070,STL,L,20232024
8481077,ARI,L,20232024
8481093,MTL,L,20232024
8481122,TOR,D,20232024
8481147,CHI,C,20232024
8481161,CBJ,D,20232024
8481167,CGY,D,20232024
8481178,PHI,D,20232024
8481186,COL,R,20232024
8481206,PIT,D,20232024
8481237,NYI,C,20232024
8481239,LAK,L,20232024
8481422,MIN,C,20232024
8481441,WSH,C,20232024
8481462,VGK,L,20232024
8481477,SJS,C,20232024
8481481,LAK,C,20232024
8481517,ANA,R,20232024
8481518,NJD,L,20232024
8481521,PHI,D,20232024
8481522,BUF,C,20232024
8481523,MTL,C,20232024
8481524,BUF,D,20232024
8481527,VGK,D,20232024
8481528,BUF,C,20232024
8481532,LAK,C,20232024
8481533,ANA,C,20232024
8481534,EDM,C,20232024
8481535,VAN,L,20232024
8481537,CGY,D,20232024
8481540,MTL,R,20232024
8481541,NYI,D,20232024
8481542,DET,D,20232024
8481543,STL,C,20232024
8481546,PHI,D,20232024
8481550,MIN,L,20232024
8481553,PHI,R,20232024
8481554,NYR,R,20232024
8481556,BOS,C,20232024
8481557,MIN,L,20232024
8481559,NJD,C,20232024
8481560,LAK,R,20232024
8481564,BUF,D,20232024
8481567,SJS,D,20232024
8481568,CHI,D,20232024
8481577,NSH,R,20232024
8481578,NJD,R,20232024
8481580,WSH,C,20232024
8481581,DAL,D,20232024
8481582,TOR,L,20232024
8481585,NSH,L,20232024
8481591,PIT,R,20232024
8481592,CGY,L,20232024
8481593,MTL,D,20232024
8481596,OTT,C,20232024
8481598,EDM,D,20232024
8481599,ARI,D,20232024
8481600,FLA,D,20232024
8481601,NYI,R,20232024
8481604,VGK,L,20232024
8481605,ANA,D,20232024
8481606,LAK,D,20232024
8481609,ARI,D,20232024
8481617,VAN,R,20232024
8481618,MTL,C,20232024
8481624,VAN,R,20232024
8481641,COL,L,20232024
8481655,CGY,R,20232024
8481656,WSH,C,20232024
8481679,OTT,D,20232024
8481690,CBJ,C,20232024
8481699,ARI,R,20232024
8481701,NJD,D,20232024
8481703,PIT,R,20232024
8481704,NSH,C,20232024
8481708,NYR,D,20232024
8481711,ARI,L,20232024
8481716,CBJ,L,20232024
8481719,TBL,D,20232024
8481726,NYR,C,20232024
8481743,NSH,D,20232024
8481751,BUF,R,20232024
8481754,ANA,C,20232024
8481789,SEA,L,20232024
8481806,CHI,D,20232024
8481812,SJS,D,20232024
8482055,PIT,L,20232024
8482061,BUF,L,20232024
8482062,NSH,R,20232024
8482067,NYR,D,20232024
8482070,TBL,R,20232024
8482073,NYR,D,20232024
8482074,CGY,C,20232024
8482077,EDM,L,20232024
8482078,DET,L,20232024
8482079,MIN,C,20232024
8482087,MTL,D,20232024
8482088,FLA,R,20232024
8482089,STL,L,20232024
8482092,OTT,C,20232024
8482093,CAR,C,20232024
8482094,MIN,D,20232024
8482095,OTT,D,20232024
8482097,BUF,R,20232024
8482101,SJS,L,20232024
8482102,CAR,C,20232024
8482105,OTT,D,20232024
8482109,NYR,L,20232024
8482110,NJD,C,20232024
8482111,MTL,D,20232024
8482113,FLA,C,20232024
8482116,OTT,C,20232024
8482117,CHI,L,20232024
8482118,ANA,R,20232024
8482122,MIN,D,20232024
8482124,LAK,R,20232024
8482125,NJD,R,20232024
8482126,PHI,D,20232024
8482133,SJS,C,20232024
8482141,VGK,D,20232024
8482142,PHI,D,20232024
8482144,SJS,D,20232024
8482145,DAL,C,20232024
8482146,NSH,R,20232024
8482147,COL,C,20232024
8482148,WSH,C,20232024
8482149,WPG,C,20232024
8482153,VGK,C,20232024
8482155,LAK,R,20232024
8482157,NYR,L,20232024
8482159,PHI,R,20232024
8482162,OTT,L,20232024
8482165,CGY,D,20232024
8482166,SJS,D,20232024
8482172,CHI,L,20232024
8482175,BUF,R,20232024
8482176,CHI,D,20232024
8482177,MIN,C,20232024
8482192,CHI,D,20232024
8482197,MIN,R,20232024
8482201,TBL,C,20232024
8482222,SJS,L,20232024
8482241,PIT,L,20232024
8482245,OTT,D,20232024
8482250,CAR,C,20232024
8482259,TOR,C,20232024
8482451,CBJ,L,20232024
8482460,NYR,C,20232024
8482470,CGY,D,20232024
8482475,CBJ,R,20232024
8482476,MTL,L,20232024
8482496,VAN,C,20232024
8482511,BOS,D,20232024
8482516,STL,D,20232024
8482624,CGY,D,20232024
8482634,TOR,C,20232024
8482652,CGY,R,20232024
8482655,ARI,D,20232024
8482659,ARI,R,20232024
8482660,CBJ,C,20232024
8482665,SEA,C,20232024
8482666,CAR,D,20232024
8482667,SJS,L,20232024
8482671,BUF,D,20232024
8482679,CGY,R,20232024
8482684,NJD,D,20232024
8482699,ARI,R,20232024
8482702,DAL,C,20232024
8482705,CBJ,C,20232024
8482712,COL,R,20232024
8482713,FLA,R,20232024
8482720,TOR,L,20232024
8482730,LAK,D,20232024
8482733,MTL,D,20232024
8482737,STL,C,20232024
8482740,DAL,C,20232024
8482744,CBJ,L,20232024
8482745,ANA,C,20232024
8482747,NYR,L,20232024
8482749,MTL,R,20232024
8482751,SEA,C,20232024
8482762,DET,D,20232024
8482765,BUF,R,20232024
8482784,STL,C,20232024
8482787,WPG,R,20232024
8482803,ANA,D,20232024
8482807,CHI,D,20232024
8482809,CAR,R,20232024
8482858,SEA,D,20232024
8482859,OTT,C,20232024
8482861,WSH,D,20232024
8482929,TBL,D,20232024
8482964,MTL,D,20232024
8483012,SEA,C,20232024
8483045,CBJ,R,20232024
8483395,VAN,L,20232024
8483397,BOS,C,20232024
8483398,TBL,D,20232024
8483401,PIT,R,20232024
8483407,NYR,D,20232024
8483431,ARI,C,20232024
8483432,CBJ,C,20232024
8483445,ANA,L,20232024
8483457,MTL,D,20232024
8483460,CBJ,D,20232024
8483466,CHI,D,20232024
8483468,BUF,C,20232024
8483471,WPG,C,20232024
8483482,ANA,D,20232024
8483489,TOR,C,20232024
8483490,ANA,D,20232024
8483491,WSH,L,20232024
8483493,CHI,C,20232024
8483495,NJD,D,20232024
8483499,MIN,L,20232024
8483505,BOS,C,20232024
8483512,BUF,C,20232024
8483515,MTL,L,20232024
8483524,SEA,C,20232024
8483531,NJD,L,20232024
8483546,TOR,D,20232024
8483549,MTL,L,20232024
8483565,CBJ,D,20232024
8483567,BOS,C,20232024
8483570,ANA,C,20232024
8483597,ARI,L,20232024
8483609,CGY,R,20232024
8483619,CHI,D,20232024
8483630,ANA,L,20232024
8483763,ARI,D,20232024
8483808,CGY,L,20232024
8483920,WSH,R,20232024
8484144,CHI,C,20232024
8484145,BUF,L,20232024
8484149,CBJ,C,20232024
8484153,ANA,C,20232024
8484166,CBJ,C,20232024
8484203,CAR,L,20232024
8484254,VAN,D,20232024
8484255,COL,R,20232024
8484258,COL,D,20232024
8484259,COL,C,20232024
8484287,VAN,D,20232024
8484304,FLA,D,20232024
8484314,OTT,L,20232024
8484321,OTT,D,20232024
8484325,TBL,C,20232024
8484326,ARI,D,20232024
8484911,SJS,R,20232024
8482447,OTT,G,20232024
8482982,CBJ,G,20232024
8481544,OTT,G,20232024
8482411,WSH,G,20232024
8477967,VAN,G,20232024
8481033,NJD,G,20232024
8482076,NJD,G,20232024
8479331,FLA,G,20232024
8478435,CGY,G,20232024
8477480,BUF,G,20232024
8480992,SJS,G,20232024
8483575,DAL,G,20232024
8478499,VGK,G,20232024
8471774,ANA,G,20232024
8483659,NJD,G,20232024
8474889,TOR,G,20232024
8475883,CAR,G,20232024
8478433,PHI,G,20232024
8474596,NJD,G,20232024
8478039,NJD,G,20232024
8480280,BOS,G,20232024
8475717,EDM,G,20232024
8476316,WPG,G,20232024
8480045,BUF,G,20232024
8471734,NYR,G,20232024
8480313,VGK,G,20232024
8475809,DAL,G,20232024
8482821,CHI,G,20232024
8479979,DAL,G,20232024
8482445,SJS,G,20232024
8482221,BUF,G,20232024
8479292,WSH,G,20232024
8475852,CHI,G,20232024
8479973,EDM,G,20232024
8475683,FLA,G,20232024
8479496,LAK,G,20232024
8479406,MIN,G,20232024
8475831,SEA,G,20232024
8479361,TOR,G,20232024
8480193,CBJ,G,20232024
8473503,DET,G,20232024
8480238,VGK,G,20232024
8479312,DET,G,20232024
8475311,WSH,G,20232024
8476914,OTT,G,20232024
8481035,PHI,G,20232024
8478406,SJS,G,20232024
8478048,NYR,G,20232024
8476945,WPG,G,20232024
8474593,CGY,G,20232024
8476999,BOS,G,20232024
8480981,STL,G,20232024
8476932,FLA,G,20232024
8477424,NSH,G,20232024
8470594,MIN,G,20232024
8478007,CBJ,G,20232024
8480051,MTL,G,20232024
8477465,PIT,G,20232024
8477992,TBL,G,20232024
8477968,PIT,G,20232024
8481020,COL,G,20232024
8478009,NYI,G,20232024
8480947,NSH,G,20232024
8473575,NYI,G,20232024
8478470,MTL,G,20232024
8478492,TOR,G,20232024
8475660,LAK,G,20232024
8481611,CAR,G,20232024
8478971,ARI,G,20232024
8476883,TBL,G,20232024
8478872,ARI,G,20232024
8478905,PHI,G,20232024
8476341,OTT,G,20232024
8481692,CGY,G,20232024
8478916,SEA,G,20232024
8477484,CAR,G,20232024
8476412,STL,G,20232024
