game_date,away_team,home_team
4/2/2024,PIT,NJD
4/2/2024,CHI,NYI
4/2/2024,OTT,MIN
4/2/2024,BOS,NSH
4/2/2024,ANA,CGY
4/2/2024,VAN,VGK
4/3/2024,TBL,TOR
4/3/2024,NJD,NYR
4/3/2024,EDM,DAL
4/3/2024,SEA,LAK
4/3/2024,VAN,ARI
4/4/2024,BOS,CAR
4/4/2024,NYI,CBJ
4/4/2024,TBL,MTL
4/4/2024,FLA,OTT
4/4/2024,PIT,WSH
4/4/2024,COL,MIN
4/4/2024,STL,NSH
4/4/2024,CGY,WPG
4/4/2024,LAK,SJS
4/5/2024,PHI,BUF
4/5/2024,WSH,CAR
4/5/2024,NYR,DET
4/5/2024,COL,EDM
4/5/2024,SEA,ANA
4/5/2024,VGK,ARI
4/6/2024,TBL,PIT
4/6/2024,FLA,BOS
4/6/2024,DAL,CHI
4/6/2024,WPG,MIN
4/6/2024,STL,SJS
4/6/2024,PHI,CBJ
4/6/2024,TOR,MTL
4/6/2024,NJD,OTT
4/6/2024,NSH,NYI
4/6/2024,EDM,CGY
4/6/2024,VAN,LAK
4/7/2024,BUF,DET
4/7/2024,MIN,CHI
4/7/2024,CBJ,CAR
4/7/2024,ARI,SJS
4/7/2024,OTT,WSH
4/7/2024,NSH,NJD
4/7/2024,MTL,NYR
4/7/2024,STL,ANA
4/7/2024,DAL,COL
4/8/2024,PIT,TOR
4/8/2024,VGK,VAN
4/9/2024,CAR,BOS
4/9/2024,WSH,DET
4/9/2024,OTT,FLA
4/9/2024,PHI,MTL
4/9/2024,TOR,NJD
4/9/2024,NYR,NYI
4/9/2024,CBJ,TBL
4/9/2024,BUF,DAL
4/9/2024,WPG,NSH
4/9/2024,MIN,COL
4/9/2024,LAK,ANA
4/9/2024,ARI,SEA
4/9/2024,CGY,SJS
4/10/2024,CHI,STL
4/10/2024,VGK,EDM
4/10/2024,ARI,VAN
4/11/2024,WSH,BUF
4/11/2024,CBJ,FLA
4/11/2024,PHI,NYR
4/11/2024,DET,PIT
4/11/2024,OTT,TBL
4/11/2024,NJD,TOR
4/11/2024,MTL,NYI
4/11/2024,WPG,DAL
4/11/2024,SJS,SEA
4/11/2024,CGY,LAK
4/12/2024,CAR,STL
4/12/2024,NSH,CHI
4/12/2024,ARI,EDM
4/12/2024,CGY,ANA
4/12/2024,MIN,VGK
4/13/2024,NYI,NYR
4/13/2024,SEA,DAL
4/13/2024,WPG,COL
4/13/2024,BUF,FLA
4/13/2024,NJD,PHI
4/13/2024,TBL,WSH
4/13/2024,MTL,OTT
4/13/2024,DET,TOR
4/13/2024,CBJ,NSH
4/13/2024,BOS,PIT
4/13/2024,VAN,EDM
4/13/2024,ANA,LAK
4/13/2024,MIN,SJS
4/14/2024,SEA,STL
4/14/2024,COL,VGK
4/14/2024,CAR,CHI
4/14/2024,ARI,CGY
4/15/2024,MTL,DET
4/15/2024,NYI,NJD
4/15/2024,NSH,PIT
4/15/2024,BUF,TBL
4/15/2024,BOS,WSH
4/15/2024,OTT,NYR
4/15/2024,SJS,EDM
4/15/2024,MIN,LAK
4/16/2024,OTT,BOS
4/16/2024,CAR,CBJ
4/16/2024,DET,MTL
4/16/2024,WSH,PHI
4/16/2024,TOR,FLA
4/16/2024,SEA,WPG
4/16/2024,CHI,VGK
4/16/2024,CGY,VAN
4/17/2024,PIT,NYI
4/17/2024,TOR,TBL
4/17/2024,STL,DAL
4/17/2024,EDM,ARI
4/18/2024,SEA,MIN
4/18/2024,VAN,WPG
4/18/2024,SJS,CGY
4/18/2024,EDM,COL
4/18/2024,ANA,VGK
4/18/2024,CHI,LAK
